ensayo,condicion,clase_esperada,mano_detectada,clase_predicha,confianza,comando_emitido
1,normal,0,1,0,99.92614388465881,-1
1,normal,0,1,0,99.91927742958069,-1
1,normal,0,1,0,99.94506239891052,-1
1,normal,0,1,0,99.94133710861206,-1
1,normal,0,1,0,99.91683959960938,-1
1,normal,0,1,0,99.81920123100281,-1
1,normal,0,1,0,99.8468816280365,-1
1,normal,0,1,0,99.90899562835693,-1
1,normal,0,1,0,99.90836381912231,-1
1,normal,0,1,0,99.86749291419983,-1
1,normal,0,1,0,99.92234706878662,-1
1,normal,0,1,0,99.90755319595337,-1
1,normal,0,1,0,99.8861312866211,-1
1,normal,0,1,0,99.88738894462585,-1
1,normal,0,1,0,99.92111921310425,-1
1,normal,0,1,0,99.87629652023315,-1
1,normal,0,1,0,99.90984201431274,-1
1,normal,0,1,0,99.87990856170654,-1
1,normal,0,1,0,99.91077780723572,-1
2,normal,1,1,1,97.2926378250122,-1
2,normal,1,1,1,92.5671398639679,-1
2,normal,1,1,1,94.76945400238037,-1
2,normal,1,1,1,93.12110543251038,-1
2,normal,1,1,1,93.6538815498352,-1
2,normal,1,1,1,93.08988451957703,-1
2,normal,1,1,1,94.29337978363037,1
2,normal,1,1,1,93.57962012290955,-1
2,normal,1,1,1,93.46115589141846,-1
2,normal,1,1,1,93.73075366020203,-1
2,normal,1,1,1,93.54006052017212,-1
2,normal,1,1,1,93.2130753993988,-1
2,normal,1,1,1,93.2130753993988,-1
2,normal,1,1,1,92.02252626419067,-1
2,normal,1,1,1,92.50815510749817,-1
2,normal,1,1,1,91.20578169822693,-1
2,normal,1,1,1,92.16635823249817,-1
2,normal,1,1,1,90.9512460231781,-1
2,normal,1,1,1,90.97521305084229,-1
2,normal,1,1,1,91.40927195549011,-1
2,normal,1,1,1,91.75235629081726,-1
2,normal,1,1,1,91.72035455703735,-1
2,normal,1,1,1,92.22968220710754,-1
2,normal,1,1,1,91.9187605381012,-1
2,normal,1,1,1,90.37306904792786,-1
2,normal,1,1,1,90.56586623191833,-1
2,normal,1,1,1,90.87786078453064,-1
2,normal,1,1,1,89.79477286338806,-1
2,normal,1,1,1,89.26692008972168,-1
2,normal,1,1,1,91.24248027801514,-1
2,normal,1,1,1,90.6049132347107,-1
2,normal,1,1,1,89.38857913017273,-1
2,normal,1,1,1,88.29187154769897,-1
2,normal,1,1,1,90.9203290939331,-1
2,normal,1,1,1,88.91880512237549,-1
2,normal,1,1,1,90.84259867668152,-1
2,normal,1,1,1,88.64230513572693,-1
2,normal,1,1,1,90.21104574203491,-1
2,normal,1,1,1,90.8604085445404,-1
2,normal,1,1,1,91.35028719902039,-1
2,normal,1,1,1,90.92402458190918,-1
2,normal,1,1,1,91.26177430152893,-1
2,normal,1,1,1,91.31951332092285,-1
2,normal,1,1,1,91.27776026725769,-1
2,normal,1,1,1,91.27776026725769,-1
2,normal,1,1,1,90.88085293769836,-1
2,normal,1,1,1,91.31401777267456,-1
2,normal,1,1,1,91.19905829429626,-1
2,normal,1,1,1,91.13125205039978,-1
2,normal,1,1,1,92.14968681335449,-1
2,normal,1,1,1,90.65675139427185,-1
